BJD - 2454833, Corrected Flux
1966.692444798,1.000816104
1966.712876474,1.000689217
1966.733308150,1.000544918
1966.753739926,1.000415348
1966.774171502,1.000511684
1966.794603178,1.000707508
1966.815034955,1.000414239
1966.835466532,1.001117018
1966.896761563,1.000615902
1966.917193341,1.000718676
1966.937625018,1.000050900
1966.958056596,1.000215035
1966.978488374,1.000283946
1966.998920053,1.000284808
1967.019351831,1.000332294
1967.039783410,1.000095750
1967.060215088,1.000373416
1967.080646767,1.000520929
1967.121510126,1.000095590
1967.141941805,1.000039658
1967.162373485,1.000219247
1967.182805265,1.000600728
1967.223668525,1.000414183
1967.244100306,1.000371872
1967.264531886,1.000245217
1967.284963567,1.000203521
1967.305395348,1.000204363
1967.325827029,1.000342462
1967.366690392,1.000119917
1967.387122074,1.000072019
1967.407553856,1.000302288
1967.427985438,1.000154936
1967.448417121,1.000095172
1967.468848903,1.000139341
1967.489280486,1.000179698
1967.509712169,1.000119172
1967.530143952,1.000274446
1967.550575535,1.000163306
1967.571007319,1.000275250
1967.611870586,1.000107847
1967.632302370,1.000166263
1967.652734054,1.000120608
1967.693597424,1.000119506
1967.714029108,1.000328148
1967.734460793,1.000255110
1967.754892479,1.000176796
1967.775324164,1.000458249
1967.795755949,1.000438122
1967.877482594,1.000650077
1967.897914380,1.001301541
1967.918346067,1.000597815
1967.938777654,1.001247499
1967.959209441,1.000090799
1967.979641128,1.000120925
1968.000072716,1.000258974
1968.020504503,1.000022671
1968.040936191,1.000066468
1968.102231256,1.000087972
1968.122663045,1.000217465
1968.143094634,1.000613092
1968.163526323,1.000617570
1968.183958112,0.999994655
1968.204389701,1.000040972
1968.224821391,1.000714489
1968.245253181,1.000950384
1968.265684771,1.000288545
1968.286116561,1.001037767
1968.306548252,1.000305789
1968.367843324,1.000056162
1968.388275015,1.001472794
1968.408706707,1.000088685
1968.429138399,1.000272318
1968.449570090,1.000055764
1968.470001782,1.000289200
1968.490433475,0.999933838
1968.510865167,1.000135676
1968.531296860,1.000213536
1968.551728552,1.000795533
1968.592591939,1.000215693
1968.613023732,1.000371234
1968.633455426,0.999939127
1968.653887020,1.000012406
1968.674318814,1.000017822
1968.694750508,0.999992698
1968.715182102,1.000077465
1968.735613897,1.000089659
1968.756045592,0.999816969
1968.776477187,1.000252380
1968.817340677,1.000004748
1968.837772473,1.000083911
1968.858204069,1.000000229
1968.899067561,0.999920992
1968.919499158,0.999938580
1968.939930854,0.999746041
1968.960362651,0.999875575
1968.980794248,0.999733549
1969.001226046,0.999881896
1969.021657743,1.000078590
1969.042089341,0.999920928
1969.082952837,1.000002725
1969.103384435,0.999924334
1969.144247932,0.999540781
1969.164679631,0.999678497
1969.185111330,0.999759758
1969.205543030,1.000068249
1969.225974729,0.999861461
1969.246406429,1.000050413
1969.266838129,0.999829769
1969.328133230,0.999645882
1969.348565031,0.999659435
1969.368996632,0.999630985
1969.389428433,0.999732513
1969.409860134,0.999712078
1969.430291736,0.999917496
1969.471155240,0.999867485
1969.491586842,0.999780134
1969.512018644,1.000023479
1969.573313753,0.999895072
1969.593745456,0.999701929
1969.614177260,0.999765910
1969.634608864,0.999687457
1969.655040567,0.999487069
1969.675472372,0.999640742
1969.695903976,0.999811822
1969.716335781,0.999643626
1969.736767485,0.999688953
1969.757199090,0.999783168
1969.777630896,0.999975851
1969.838926012,1.000187173
1969.859357718,0.999613264
1969.879789325,0.999707553
1969.900221131,0.999970414
1969.941084645,1.001110589
1969.961516252,1.000153229
1969.981947959,1.000251387
1970.002379767,1.000222843
1970.022811375,1.001383542
1970.084106499,1.001117455
1970.104538308,0.999960791
1970.145401626,1.000055765
1970.165833435,1.000203025
1970.186265144,1.000000831
1970.206696754,1.000017595
1970.227128564,0.999826542
1970.247560274,0.999821098
1970.267992084,1.000198421
1970.288423695,1.000324405
1970.308855406,1.000499018
1970.329287217,0.999874747
1970.349718828,1.000100058
1970.370150540,0.999958824
1970.390582351,1.001018143
1970.411014063,1.000239876
1970.431445775,1.001080994
1970.451877387,1.000104727
1970.472309100,1.000198500
1970.492740913,1.000096111
1970.513172626,1.000322312
1970.554036052,1.000241808
1970.574467766,1.000609304
1970.594899380,1.000117506
1970.615331194,1.000188431
1970.635762908,0.999912320
1970.656194723,1.000031390
1970.676626337,0.999971340
1970.697058052,1.000322068
1970.717489868,1.000095436
1970.737921483,1.000183351
1970.758353199,1.000271710
1970.799216631,1.000311811
1970.819648447,1.000273897
1970.840080163,1.000169128
1970.860511780,1.000146280
1970.880943597,1.000094001
1970.901375314,1.000162832
1970.921806932,0.999995314
1970.942238749,1.000234764
1970.962670467,1.000071712
1970.983102285,1.000301198
1971.003533904,1.000093586
1971.044397341,1.000858558
1971.085260779,1.000204920
1971.105692498,1.000022870
1971.126124218,1.000051819
1971.146555938,1.000022443
1971.166987758,1.000240623
1971.187419379,1.000198090
1971.207851199,1.000204341
1971.228282920,1.000211338
1971.248714541,1.000302340
1971.310009705,1.000358121
1971.330441527,0.999935334
1971.350873249,1.000373132
1971.371305072,0.999952724
1971.391736694,1.000274973
1971.412168417,1.000245829
1971.432600240,1.000475146
1971.453031864,1.000816626
1971.473463587,1.000114121
1971.493895411,1.000093510
1971.575622308,0.999935474
1971.596054033,0.999961916
1971.616485758,0.999776487
1971.677780935,1.000062880
1971.698212661,0.999920552
1971.718644388,0.999830850
1971.739076114,1.000124210
1971.759507841,0.999786164
1971.800371295,1.000127177
1971.820803123,1.000125667
1971.841234750,0.999952169
1971.861666478,1.000202994
1971.882098306,1.000158282
1971.902529935,1.000365205
1971.922961763,1.000147851
1971.984256951,0.999668067
1972.065983870,1.000063361
1972.086415701,0.999997177
1972.106847332,1.000019649
1972.127279063,0.999855048
1972.147710894,0.999870478
1972.168142525,0.999964449
